Ready?,name,Train Type,track-types,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,minCars,maxCars,carsPerCarSet,carLength,trainWidth,maxStationLength,carCost,baseTrackCost,baseStationCost,scissorsCrossoverCost,canCrossRoads,maxSpeedLocalStation,Old?,trainOperationalCostPerHour,carOperationalCostPerHour,color,Multipliers,Min Capacity,Max Capacity,Manufacturer,Train Category,Cities,Nation,Cont,Generic?,Cities2,Nation2
TRUE,F59-BBLC,Diesel Commuter,"U.S. Commuter Diesel, NEC 12.5-60, 25-GF Main Line (CAT|AAR), NEC 12-25, 1.5kV Main Line (CAT|AAR)",The EMD F59PH is a line of diesel locomotives that first entered service in the 1990s. This specific trainset carries passengers with Bombardier BiLevel Coaches.,31.3,0.50,0.50,170,2,12,1,25.91,3.00,320,3960000,37500,56250000,11250000,TRUE,15,FALSE,800,80,#801B92,8.44|3.75|1.88|0.30|0.90,340,2040,"EMD,Bombardier",Commuter,"Generic, VAN, SEA, DFW","Generic, CA, US, US","Generic, North America, North America, North America",TRUE,"Generic, Vancouver, Seattle, Dallas","Generic, Canada, United States of America, United States of America"
TRUE,DBAG 483 (BER),Standard S-Bahn,750V Main Line (TRU|UIC),The DB Class 483 is an EMU built by Stadler and Siemens for the Berlin S-Bahn that entered service in 2021.,27.8,1.00,1.30,145,2,8,2,18.40,3.14,160,2794983,62000,93000000,18750000,TRUE,13,FALSE,550,55,#008D4F,5.63|2.50|1.25|0.30|0.90,290,1160,"Stadler,Siemens",S-Bahn,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,DBAG 481 (BER),Standard S-Bahn,750V Main Line (TRU|UIC),"The DB Class 481 is an EMU built by AEG, ADtranz, and DWA for the Berlin S-Bahn that entered service in 1996",27.8,1.00,1.30,147,2,8,2,18.40,3.14,160,1304947,62000,93000000,18750000,TRUE,13,FALSE,550,55,#00B563,5.63|2.50|1.25|0.30|0.90,294,1176,ADtranz,S-Bahn,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,HK Series (BER),Standard Metro,750V Metro (TRA|2.3),The Series HK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier from 2005-2006. Cost is an estimate.,16.7,1.00,1.20,82,4,8,4,12.90,2.30,110,1000000,62500,93750000,18750000,FALSE,13,FALSE,500,50,#DA421E,3.38|1.50|0.75|0.30|0.70,328,656,ADtranz,Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,IK Series (BER),Standard Metro,"750V Metro (TRA|2.3), 750V Metro (TRU|MS)","The Series IK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler based off their Tango family. Using bridges, some variants can operate on large profile routes. They entered service in 2015.",19.4,1.00,1.20,83,4,8,4,12.91,2.40,110,1952477,62500,93750000,18750000,FALSE,13,FALSE,500,50,#7E5330,3.38|1.50|0.75|0.30|0.70,332,664,Stadler,Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,JK Series (BER),Standard Metro,750V Metro (TRA|2.3),The Series JK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,19.4,1.00,1.20,77,4,8,2,12.91,2.40,110,2372630,62500,93750000,18750000,FALSE,13,FALSE,500,50,#7DAD4C,3.38|1.50|0.75|0.30|0.70,308,616,Stadler,Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,F Series (BER),Standard Metro,750V Metro (TRU|MS),The Series F is a large-profile series of EMU used by the Berlin U-Bahn manufacturered by a variety of German corporations from 1973 to 1994. This is based on the later F84-92 models. Their acceleration is very high. Cost is an estimate.,20.0,1.50,1.20,122,2,8,2,16.05,2.65,150,1000000,62000,93000000,18750000,FALSE,13,TRUE,700,70,#224F86,4.50|2.00|1.00|0.30|0.80,244,976,"ABB,ADtranz,AEG,Orenstein & Koppel,Siemens,Waggon Union",Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,H Series (BER),Standard Metro,750V Metro (TRU|MS),The Series H is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier and ABB Henschel. They entered service in 1995. Cost is an estimate.,19.4,1.00,1.20,125,6,6,6,16.46,2.65,150,1000000,62000,93000000,18750000,FALSE,13,FALSE,500,50,#8C6DAB,4.50|2.00|1.00|0.30|0.80,750,750,"ADtranz,ABB",Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,J Series (BER),Standard Metro,750V Metro (TRU|MS),The Series J is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,19.4,1.00,1.20,108,2,8,2,16.05,2.65,150,2372630,62000,93000000,18750000,FALSE,13,FALSE,500,50,#009BD5,4.50|2.00|1.00|0.30|0.80,216,864,Stadler,Metro,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,GTxN/M/S,Standard LRT,750V LRT (CAT|2.3),The GTxN/M/S is a series of ADTranz/Bombardier low-floor trams that was first built in 1989 and is in use across germany. The N/M/S refers to the gauge. Capacity is artificially higher due to game processing requirements. Cost is an estimate.,19.4,1.00,1.00,67,3,6,3,8.93,2.30,60,500000,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#C98836,5.06|2.25|1.13|0.30|0.70,201,402,ADtranz,LRT,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,Flexity Berlin S,Standard LRT,750V LRT (CAT|2.3),The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the shorter 5 segment version. Capacity is artificially higher due to game processing requirements.,19.4,0.73,0.73,40,5,5,5,6.16,2.40,60,576210,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#085696,5.06|2.25|1.13|0.30|0.70,200,200,Bombardier,LRT,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,Flexity Berlin L,Standard LRT,750V LRT (CAT|2.3),The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the longer 7 segment version.,19.4,0.65,0.65,34,7,7,7,5.71,2.40,60,576210,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#107C42,5.06|2.25|1.13|0.30|0.70,238,238,Bombardier,LRT,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,Urbanliner Berlin,Standard LRT,750V LRT (CAT|2.3),The Urbanliner Berlin is an articulated low-floor LRV produced by Alstom as a longer (9-car) sequel to the Flexity Berlin. It entered service in 2025.,19.4,0.65,0.65,34,9,9,9,5.56,2.40,60,643291,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#14988A,5.06|2.25|1.13|0.30|0.70,306,306,Alstom,LRT,BER,DE,Central Europe,FALSE,Berlin,Germany
TRUE,AnsaldoBreda DM-S,Automated Metro,"1.5kV Auto Metro (TRU|AAR), 750V Metro (TRU|MS), 750V Auto Metro (TRA|AAR), 1.5kV Auto Metro (CAT|MW)","The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Copenhagen, Brescia, and Milan since 2013.",25.0,1.30,1.30,102,3,4,1,13.00,2.65,60,1853617,62000,97650000,19687500,FALSE,13,FALSE,400,40,#9E0817,5.63|2.50|1.25|0.30|0.90,306,408,"AnsaldoBreda,Hitachi",Metro,"Generic, CPH","Generic, DK","Generic, Northern Europe",TRUE,"Generic, Copenhagen","Generic, Denmark"
TRUE,AnsaldoBreda DM-M,Automated Metro,"1.5kV Auto Metro (TRU|AAR), 750V Metro (TRU|MS), 750V Auto Metro (TRA|AAR), 1.5kV Auto Metro (CAT|MW)",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the New Taipei metro since 2020.,29.2,1.20,1.00,162,4,4,4,16.11,2.65,75,1988822,62000,97650000,19687500,FALSE,13,FALSE,400,40,#0081A0,5.63|2.50|1.25|0.30|0.90,648,648,"AnsaldoBreda,Hitachi",Metro,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,AnsaldoBreda DM-L4,Automated Metro,"1.5kV Auto Metro (TRU|AAR), 750V Metro (TRU|MS), 750V Auto Metro (TRA|AAR), 1.5kV Auto Metro (CAT|MW)",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the Honolulu Skyline since 2023. Cost is adjusted down bc Hawaii.,29.2,1.30,1.30,200,4,4,4,19.55,3.05,85,2010000,62000,97650000,19687500,FALSE,13,FALSE,400,40,#124573,5.63|2.50|1.25|0.30|0.90,800,800,"AnsaldoBreda,Hitachi",Metro,"Generic, HNL","Generic, US","Generic, North America",TRUE,"Generic, Honolulu","Generic, United States of America"
TRUE,AnsaldoBreda DM-L6,Automated Metro,"1.5kV Auto Metro (CAT|MW), 750V Metro (TRU|MS), 750V Auto Metro (TRA|AAR), 1.5kV Auto Metro (TRU|AAR)",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Rome's Metro since 2014.,25.0,1.30,1.30,200,6,6,6,18.23,2.85,120,1871741,50000,78750000,15750000,FALSE,13,FALSE,400,40,#008751,6.75|3.00|1.50|0.30|0.80,1200,1200,"AnsaldoBreda,Hitachi",Metro,"Generic, ROM","Generic, IT","Generic, Southern Europe",TRUE,"Generic, Rome","Generic, Italy"
TRUE,AnsaldoBreda DM-7,Automated Metro,"1.5kV Auto Metro (CAT|MW), 750V Metro (TRU|MS), 750V Auto Metro (TRA|AAR), 1.5kV Auto Metro (TRU|AAR)",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Lima's Metro since 2017.,25.0,1.30,1.30,184,6,7,1,17.82,2.71,130,1984127,50000,78750000,15750000,FALSE,13,FALSE,400,40,#FFB81C,6.75|3.00|1.50|0.30|0.80,1104,1288,"AnsaldoBreda,Hitachi",Metro,"Generic, LIM","Generic, PE","Generic, South America",TRUE,"Generic, Lima","Generic, Peru"
TRUE,Litra SA/SE (CPH),Standard Commuter,CPH S-Tog,The Litra SA/SE is an EMU produced by Alstom and Siemens for the Copenhagen S-Tog system which entered service in 1996.,33.3,1.30,1.20,87,4,16,4,10.47,3.52,180,2500000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#BD2D3D,10.13|4.50|2.25|0.30|1.00,348,1392,"Alstom, Siemens",Commuter,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
TRUE,MF 19 (PAR),Standard Metro,750V Metro (TRA|UN),The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the standard version which comes in either 4 or 5 car sets. It entered service in 2025. Acceleration is a guesstimate.,19.4,0.95,1.10,105,4,5,1,15.20,2.40,85,1689741,62500,93750000,18750000,FALSE,13,FALSE,500,50,#E3B32A,3.38|1.50|0.75|0.30|0.70,420,525,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MF 19 L (PAR),Standard Metro,750V Metro (TRA|UN),The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the slightly longer version which comes in 5 car sets. It will enter service in 2027. Acceleration is a guesstimate.,19.4,0.95,1.10,118,5,5,5,15.50,2.40,85,1689741,62500,93750000,18750000,FALSE,13,FALSE,500,50,#F3A4BA,3.38|1.50|0.75|0.30|0.70,590,590,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MF 19 L CA (PAR),Automated Metro,750V Auto Metro (TRA|UN),The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the automated version which will be deployed in the 2030s once Line 13 is automated. Acceleration is a guesstimate.,19.4,0.95,1.10,118,5,5,5,15.50,2.40,85,1689741,62500,98437500,19687500,FALSE,13,FALSE,400,40,#98D4E2,3.38|1.50|0.75|0.30|0.70,590,590,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MF 01 (PAR),Standard Metro,750V Metro (TRA|UN),The MF 01 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family.  It entered service in 2008. ,19.4,0.95,1.10,111,5,5,5,15.00,2.40,85,1097170,62500,93750000,18750000,FALSE,13,FALSE,500,50,#0064B0,3.38|1.50|0.75|0.30|0.70,555,555,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MP 14 CC (PAR),Rubber Metro,Rubber Metro (Paris),The MP 14 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2023. ,22.2,1.35,1.35,117,6,8,2,15.00,2.45,125,1862515,75000,112500000,20250000,FALSE,13,FALSE,600,60,#6E491E,3.38|1.50|0.75|0.30|0.70,702,936,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MP 14 CA (PAR),Automated Rubber Metro,Rubber Auto Metro (Paris),The MP 14 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2020. ,22.2,1.35,1.35,141,5,5,5,15.00,2.45,80,1966317,75000,118125000,21262500,FALSE,13,FALSE,500,50,#662483,3.38|1.50|0.75|0.30|0.70,705,705,Alstom,Rubber Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MP 05 (PAR),Automated Rubber Metro,Rubber Auto Metro (Paris),The MP 05 is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2011. ,22.2,1.35,1.35,120,6,6,6,15.05,2.45,100,1912630,75000,118125000,21262500,FALSE,13,FALSE,500,50,#FFCE00,3.38|1.50|0.75|0.30|0.70,720,720,Alstom,Rubber Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MP 89 CC (PAR),Rubber Metro,Rubber Metro (Paris),The MP 89 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1997. Cost is an estimate.,19.4,1.34,1.34,120,5,6,1,15.00,2.45,100,1000000,75000,112500000,20250000,FALSE,13,FALSE,600,60,#83C491,3.38|1.50|0.75|0.30|0.70,600,720,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MP 89 CA (PAR),Automated Rubber Metro,Rubber Auto Metro (Paris),The MP 89 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1998. Cost is an estimate.,22.2,1.34,1.34,120,5,6,1,15.00,2.45,100,1000000,75000,118125000,21262500,FALSE,13,FALSE,500,50,#C04191,3.38|1.50|0.75|0.30|0.70,600,720,Alstom,Rubber Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MRV (PAR),Automated Metro,1.5kV Auto Metro (TRU|NAR),The MRV is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Line 18 based on the Metropolis family. It has unique electrification. Some numbers are guesstimated since this set is not out yet.,27.8,1.10,1.20,166,3,6,3,15.00,2.50,125,4275009,62000,97650000,19687500,FALSE,13,FALSE,400,40,#00A88F,4.50|2.00|1.00|0.30|0.80,498,996,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MR3V/MR6V (PAR),Automated Metro,1.5kV Auto Metro (CAT|MW),The MR3V/MR6V is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Lines 15-17 based on the Metropolis family. These three lines will built to more modern standards. Some numbers are guesstimated since this set is not out yet.,30.6,1.10,1.20,167,3,6,3,18.00,2.80,125,1626803,50000,78750000,15750000,FALSE,13,FALSE,400,40,#B90845,6.75|3.00|1.50|0.30|0.80,501,1002,Alstom,Metro,PAR,FR,Western Europe,FALSE,Paris,France
FALSE,Altéo (PAR),Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC",The MI 2N Altéo is a double-decker EMU built by Alstom as part of their X'Trapolis family that has been in service on the French RER's line A since 1997. They were refurbrished from 2019-2021.,33.3,1.15,1.15,261,5,10,5,22.00,2.90,230,,50000,75000000,15000000,TRUE,13,FALSE,550,55,#E3051C,6.75|3.00|1.50|0.30|0.80,1305,2610,Alstom,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MI 09 (PAR),Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC",The MI 09 is a double-decker EMU built by Alstom/Bombardier as part of their X'Trapolis family that has been in service on the French RER's Line A since 2011. ,33.3,1.00,1.15,260,5,10,5,22.00,2.90,230,3626170,50000,75000000,15000000,TRUE,13,FALSE,550,55,#A80518,6.75|3.00|1.50|0.30|0.80,1300,2600,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MI 79/84 (PAR),Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC",The MI 79/84 is an EMU built by Alstom and SFB that has been in service on the French RER's Line B since 1981. Cost is an estimate.,38.9,1.00,1.10,210,4,8,4,26.00,2.80,230,2500000,50000,75000000,15000000,TRUE,13,FALSE,550,55,#5291CE,6.75|3.00|1.50|0.30|0.80,840,1680,"Alstom, SFB",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,MI 20 (PAR),Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC",The MI 20 is a mixed single-double decker EMU built by Alstom/Bombardier and CAF that will enter service on the French RER's line B in 2029. Width and acceleration taken from previous models due to lack of info.,33.3,1.00,1.10,153,7,14,7,14.86,2.80,230,2901945,50000,75000000,15000000,TRUE,13,FALSE,550,55,#4072A0,6.75|3.00|1.50|0.30|0.80,1071,2142,"Bombardier,CAF",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 5600,Standard S-Bahn,Transilien Narrow DC,"The Z 5600 is a commuter rail double-decker EMU built by CIMT, TCF, and TCO that operates on Transilien's C and V lines. It entered service in 1982, and was renevated from 2009-2017. Acceleration is a guesstimate. Cost is an estimate.",38.9,1.00,0.85,273,4,8,2,24.55,2.85,230,2500000,50000,75000000,15000000,TRUE,13,TRUE,770,77,#F3A4BA,6.75|3.00|1.50|0.30|0.80,1092,2184,"CIMT,TCO,TCF",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 8800,Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC","The Z 8800 is a commuter rail double-decker EMU built by CIMT, ANF, and TCO that operates on Transilien's C, U, and V lines. It entered service in 1985, and was renevated from 2010-2017. Acceleration is a guesstimate. Cost is an estimate.",38.9,1.00,0.85,227,4,8,4,24.69,2.85,230,2500000,50000,75000000,15000000,TRUE,13,TRUE,770,77,#B90845,6.75|3.00|1.50|0.30|0.80,908,1816,"CIMT,TCO,ANF",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 20500,Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC","The Z 20500 is a commuter rail double-decker EMU built by CIMT, ANF, and Alstom that operates on Transilien's C, P, and V lines. It entered service in 1988, and has been refurbrished at various points since 2007. Capacity is an estimate. Cost is an estimate.",38.9,1.00,0.85,260,4,8,4,24.69,2.85,230,2500000,50000,75000000,15000000,TRUE,13,TRUE,770,77,#C49D00,6.75|3.00|1.50|0.30|0.80,1040,2080,"CIMT,ANF,Alstom",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 20900,Standard S-Bahn,"Transilien Narrow DC, Transilien Narrow AC","The Z 20900 is a commuter rail double-decker EMU built by Alstom/Bombardier that operates on Transilien's C and V lines. It entered service in 2001, and was renovated from 2019-2023. Capacity is an estimate. Cost is an estimate.",38.9,1.00,0.95,270,4,8,4,25.88,2.82,230,3000000,50000,75000000,15000000,TRUE,13,FALSE,550,55,#9F9825,6.75|3.00|1.50|0.30|0.80,1080,2160,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Regio 2N Paris,Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)","The Regio 2N is a family of double-decker EMUs built by Alstom/Bombardier that have been in service since 2013. This variant is the Transilien's Z 57000, which serves lines D, N, and R.",44.4,0.78,1.00,231,4,8,4,28.13,2.99,230,1965281,50000,75000000,15000000,TRUE,13,FALSE,550,55,#00A88F,8.44|3.75|1.88|0.30|0.90,924,1848,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 58000,Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 6-car variant used on line E.,38.9,1.18,1.15,240,6,12,6,18.67,3.00,230,2688025,50000,75000000,15000000,TRUE,13,FALSE,550,55,#C04191,8.44|3.75|1.88|0.30|0.90,1440,2880,Alstom,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Z 58500,Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 7-car variant used on line D.,38.9,1.04,1.15,240,7,7,7,18.57,3.00,230,2688025,50000,75000000,15000000,TRUE,13,FALSE,550,55,#00814F,8.44|3.75|1.88|0.30|0.90,1680,1680,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Éole (PAR),Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The Z 22500 Éole is a commuter rail double-decker EMU built by ANF and Alstom that operates on the RER E Line. It entered service in 1996. Cost is an estimate.,38.9,1.00,1.15,267,5,10,5,22.40,2.90,230,2500000,50000,75000000,15000000,TRUE,13,FALSE,550,55,#8E306C,8.44|3.75|1.88|0.30|0.90,1335,2670,"ANF,Alstom",S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Francilien-7 (PAR),Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 7 car variant seen on Transilien's J and L lines.,38.9,1.00,1.05,109,7,14,7,13.47,3.06,230,1822826,50000,75000000,15000000,TRUE,13,FALSE,550,55,#CEADD2,8.44|3.75|1.88|0.30|0.90,763,1526,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Francilien-8 (PAR),Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)","The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 8 car variant seen on Transilien's E, H, K, and P lines.",38.9,1.00,1.05,115,8,16,8,14.06,3.06,230,1822826,50000,75000000,15000000,TRUE,13,FALSE,550,55,#8D5E2A,8.44|3.75|1.88|0.30|0.90,920,1840,Bombardier,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Prima-VB2N,Standard S-Bahn,"1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The BB 27300 is an electric passenger locomotive built by Alstom as a derivative of 27000 Prima Family that entered service in 2006. This trainset carries passengers with VB 2N double-decker cars. It is currently being used on Transilien's Line J. Acceleration is an estimate. Cost is an estimate,38.9,0.50,0.67,250,4,8,1,24.78,2.85,230,3000000,50000,75000000,15000000,TRUE,13,FALSE,550,55,#D5C900,8.44|3.75|1.88|0.30|0.90,1000,2000,Alstom,S-Bahn,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,B 82500 BIBI,Dual-Mode Commuter,"U.S. Commuter Diesel, 1.5kV Main Line (CAT|AAR), 25-GF Main Line (CAT|AAR)",The B 82500 'BIBI' is a commuter rail double-decker dual-mode MU built by Bombardier that entered service in 2007. It operates on the Transilien's P line.,44.4,0.50,0.67,220,4,12,4,18.20,2.95,230,1680613,37500,56250000,11250000,TRUE,15,FALSE,650,65,#F57F3A,8.44|3.75|1.88|0.30|0.90,880,2640,Bombardier,Commuter,PAR,FR,Western Europe,FALSE,Paris,France
FALSE,TFS-2 (France),Standard LRT,750V LRT (CAT|UN),The Standard French Tram (TFS) is an articulated LRV built by Alstom that has been in service since the 1980s. This is the 2nd generation. Capacity is artifically higher due to game limitations.,19.4,0.92,1.50,67,3,3,3,9.80,2.30,35,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0064B0,5.06|2.25|1.13|0.30|0.70,201,201,Alstom,LRT,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Citadis 302 N,Standard LRT,750V LRT (CAT|UN),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, narrow, five section version.",19.4,1.30,1.20,45,5,10,5,6.44,2.40,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#C04191,5.06|2.25|1.13|0.30|0.70,225,450,Alstom,LRT,"Generic, PAR","Generic, FR","Generic, Western Europe",TRUE,"Generic, Paris","Generic, France"
TRUE,Citadis 402,Standard LRT,750V LRT (CAT|MS),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, seven section version.",19.4,1.30,1.20,43,7,7,7,6.25,2.65,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#F28E42,6.75|3.00|1.50|0.30|0.80,301,301,Alstom,LRT,"Generic, PAR","Generic, FR","Generic, Western Europe",TRUE,"Generic, Paris","Generic, France"
TRUE,Citadis 305 N,Standard LRT,750V LRT (CAT|UN),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, narrow, five section version.",19.4,1.30,1.20,60,5,5,5,8.68,2.40,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0094FF,5.06|2.25|1.13|0.30|0.70,300,300,Alstom,LRT,"Generic, PAR, ATH","Generic, FR, GR","Generic, Western Europe, Southern Europe",TRUE,"Generic, Paris, Athens","Generic, France, Greece"
TRUE,Citadis 405,Standard LRT,750V LRT (CAT|MS),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, seven section version.",19.4,1.30,1.20,49,7,7,7,6.43,2.65,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#5291CE,6.75|3.00|1.50|0.30|0.80,343,343,Alstom,LRT,"Generic, PAR","Generic, FR","Generic, Western Europe",TRUE,"Generic, Paris","Generic, France"
TRUE,Citadis Dualis,Standard LRT,"750V LRT (CAT|MS), 1.5kV LRT (CAT|MS), 25-GF LRT (CAT|MS)",The Citadis Dualis is a tram-train produced by Alstom that has been in service in France since 2010.,27.8,1.09,1.20,63,4,12,4,10.50,2.65,130,963881,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#E3B32A,6.75|3.00|1.50|0.30|0.80,252,756,Alstom,LRT,"Generic, PAR","Generic, FR","Generic, Western Europe",TRUE,"Generic, Paris","Generic, France"
FALSE,NTL Translohr-3,Rubber LRT,Paris Rubber Tram,The Translohr is a rubber-wheeled articulated tram built by NTL/Lohr that has been in service since 2006. This is the 3 segment version. Acceleration is guesstimated. Capacity is artifically higher due to game limitations.,19.4,1.30,1.30,67,3,3,3,8.33,2.20,30,,50000,75000000,15000000,TRUE,6.7,FALSE,250,25,#E3051C,5.06|2.25|1.13|0.30|0.70,201,201,"NTL,Lohr",LRT,PAR,FR,Western Europe,FALSE,Paris,France
